frame,nose_x,nose_y,nose_detected,left_eye_x,left_eye_y,left_eye_detected,right_eye_x,right_eye_y,right_eye_detected,left_ear_x,left_ear_y,left_ear_detected,right_ear_x,right_ear_y,right_ear_detected,left_shoulder_x,left_shoulder_y,left_shoulder_detected,right_shoulder_x,right_shoulder_y,right_shoulder_detected,left_elbow_x,left_elbow_y,left_elbow_detected,right_elbow_x,right_elbow_y,right_elbow_detected,left_wrist_x,left_wrist_y,left_wrist_detected,right_wrist_x,right_wrist_y,right_wrist_detected,left_hip_x,left_hip_y,left_hip_detected,right_hip_x,right_hip_y,right_hip_detected,left_knee_x,left_knee_y,left_knee_detected,right_knee_x,right_knee_y,right_knee_detected,left_ankle_x,left_ankle_y,left_ankle_detected,right_ankle_x,right_ankle_y,right_ankle_detected
49,[     2099.6],[     279.32],True,[     1523.1],[     173.35],True,[     357.15],[     71.603],True,[     1541.7],[     168.74],True,[     353.42],[     72.626],True,[     1918.9],[     272.69],True,[     1891.5],[     280.18],True,[     1824.9],[     296.94],True,[     1891.4],[     339.28],True,[       1900],[     323.56],True,[     1884.1],[     328.29],True,[     1931.5],[     391.45],True,[     1911.8],[     393.46],True,[     1894.5],[     470.47],True,[     1888.5],[     471.57],True,[     1922.7],[     555.06],True,[     1913.6],[     553.05],True
50,[     2214.9],[     280.13],True,[     1773.8],[     203.08],True,[      202.7],[     40.558],True,[     1795.6],[     198.47],True,[     200.64],[     41.126],True,[     2029.2],[     269.51],True,[     1997.6],[     278.17],True,[     1986.9],[     307.43],True,[     1992.6],[      337.4],True,[     2002.7],[     319.92],True,[     1984.9],[     323.46],True,[     2051.6],[     387.65],True,[     2028.4],[     389.97],True,[     2009.6],[     466.75],True,[     1996.5],[     468.24],True,[     2049.3],[     555.85],True,[     2027.4],[     553.39],True
51,[     2275.6],[     277.98],True,[     1954.5],[     224.45],True,[     89.093],[     17.737],True,[     1977.1],[     218.63],True,[     88.254],[     17.972],True,[     2106.4],[     265.34],True,[     2076.7],[     273.54],True,[     2103.3],[     313.76],True,[     2072.2],[     333.29],True,[     2073.8],[     318.62],True,[     2055.3],[     319.56],True,[     2130.4],[     384.66],True,[     2111.8],[     386.34],True,[     2078.8],[     466.26],True,[     2086.1],[     467.77],True,[       2106],[     556.57],True,[     2128.7],[     553.33],True
52,[     2295.3],[     275.26],True,[     2075.9],[     240.26],True,[      10.29],[     1.9197],True,[     2100.2],[      233.3],True,[     10.288],[     1.9267],True,[     2157.7],[     263.84],True,[     2126.4],[     269.17],True,[     2176.8],[        321],True,[     2120.8],[     328.75],True,[     2115.5],[     317.06],True,[     2100.6],[     316.09],True,[     2181.3],[     381.62],True,[     2164.3],[     381.48],True,[       2122],[     464.76],True,[     2141.6],[     464.31],True,[     2141.2],[     558.67],True,[     2195.2],[      552.7],True
53,[     2288.6],[     271.05],True,[     2150.9],[     249.35],True,[    -40.277],[    -8.2183],True,[     2174.3],[     241.77],True,[    -39.751],[    -8.3561],True,[     2183.7],[     261.84],True,[     2153.5],[     267.04],True,[     2218.5],[     322.64],True,[     2148.9],[     324.49],True,[     2138.9],[     313.96],True,[     2124.7],[     310.39],True,[     2208.4],[      377.5],True,[     2193.9],[     377.26],True,[     2145.5],[     463.84],True,[     2174.1],[     463.06],True,[     2158.9],[     559.65],True,[       2232],[     552.58],True
54,[     2268.1],[     266.71],True,[       2193],[     254.31],True,[        -69],[    -13.965],True,[     2215.2],[     246.35],True,[    -68.182],[    -14.184],True,[       2197],[     260.57],True,[     2167.9],[     265.71],True,[     2240.8],[     323.08],True,[     2164.7],[     321.47],True,[     2151.3],[     312.01],True,[     2137.5],[     306.56],True,[     2222.3],[     374.63],True,[     2209.8],[      374.4],True,[     2157.7],[     463.34],True,[     2192.5],[     462.38],True,[     2166.7],[     560.23],True,[     2252.5],[     552.48],True
55,[     1472.3],[     170.29],True,[     2204.7],[      256.6],True,[    -81.651],[    -16.484],True,[     2225.9],[     249.46],True,[    -80.714],[    -16.736],True,[     2194.9],[     262.32],True,[     2171.1],[     264.78],True,[     2242.5],[     325.99],True,[     2168.2],[     319.72],True,[       2152],[     310.61],True,[     2136.1],[     304.28],True,[     2219.9],[     377.44],True,[     2210.7],[     375.93],True,[     2159.4],[     465.58],True,[     2193.3],[     463.28],True,[     2169.3],[     561.22],True,[     2251.7],[     552.04],True
56,[     852.95],[     95.884],True,[     2197.1],[     257.48],True,[    -83.151],[    -16.764],True,[     2216.7],[     249.42],True,[    -82.212],[    -17.017],True,[       2183],[     261.79],True,[     2164.5],[     263.89],True,[     2229.9],[     325.99],True,[     2160.9],[     320.45],True,[     2140.7],[     310.94],True,[     2124.6],[     305.85],True,[     2207.7],[     379.25],True,[     2200.7],[     377.31],True,[     2147.8],[     465.06],True,[     2175.2],[      462.7],True,[       2166],[     560.09],True,[       2233],[     550.98],True
57,[     1146.4],[     134.17],True,[     2175.7],[      256.9],True,[     -77.49],[    -15.609],True,[     2194.6],[     249.51],True,[    -76.626],[    -15.843],True,[     2165.2],[     263.37],True,[     2148.2],[     264.36],True,[     2208.9],[     328.02],True,[     2145.1],[     321.42],True,[     2123.1],[     311.14],True,[     2108.3],[     306.53],True,[     2190.3],[     381.75],True,[     2182.5],[     379.29],True,[     2133.5],[     467.07],True,[     2151.5],[     463.94],True,[     2157.7],[     563.14],True,[     2205.4],[     553.22],True
58,[     650.45],[     74.817],True,[     1398.7],[     165.86],True,[     -67.76],[     -13.64],True,[     2161.6],[     248.57],True,[    -67.011],[    -13.843],True,[     2140.8],[     263.15],True,[     2127.7],[     264.02],True,[     2180.1],[     327.16],True,[     2124.6],[     322.18],True,[     2099.6],[     310.75],True,[     2086.8],[     306.94],True,[     2169.4],[        382],True,[     2162.3],[     379.53],True,[     2111.3],[     465.03],True,[     2121.5],[     461.91],True,[     2140.9],[     560.74],True,[     2168.8],[     550.69],True
59,[     285.67],[     31.404],True,[     1538.7],[     185.94],True,[    -56.233],[    -11.313],True,[     2126.7],[     248.78],True,[    -55.617],[     -11.48],True,[     2116.3],[     266.54],True,[     2108.7],[     264.42],True,[     2145.6],[     331.25],True,[       2104],[     323.26],True,[     2074.6],[     312.32],True,[     2064.1],[     307.42],True,[     2149.1],[     384.32],True,[     2143.6],[     380.57],True,[     2087.8],[     463.38],True,[     2089.6],[     458.51],True,[     2124.5],[     559.32],True,[     2131.8],[     547.07],True
60,[      32.68],[     1.5023],True,[     1665.1],[     203.57],True,[    -44.488],[    -8.9449],True,[     2096.8],[     248.36],True,[    -44.004],[    -9.0763],True,[     2097.2],[     269.04],True,[     2093.3],[     264.91],True,[     2117.5],[     334.35],True,[     2087.3],[     324.68],True,[     2054.7],[     313.76],True,[     2046.1],[     308.16],True,[       2133],[     386.04],True,[     2128.3],[     381.45],True,[     2069.6],[     462.18],True,[     2064.9],[     456.13],True,[     2111.1],[     558.29],True,[     2102.7],[     544.61],True
61,[     607.04],[     76.925],True,[       1768],[     218.68],True,[    -33.538],[    -6.7392],True,[     2069.8],[     247.85],True,[    -33.177],[    -6.8376],True,[     2077.3],[     269.51],True,[     2071.3],[      266.4],True,[     2094.8],[     333.28],True,[     2066.5],[        325],True,[       2037],[     318.72],True,[     2026.4],[     311.77],True,[     2111.2],[     386.34],True,[     2105.1],[      382.2],True,[     2052.2],[     462.07],True,[     2046.4],[     456.65],True,[     2089.5],[     555.94],True,[     2079.2],[     543.63],True
62,[     1076.8],[     139.51],True,[     1847.7],[     230.83],True,[    -23.961],[    -4.8113],True,[     2043.8],[     247.53],True,[    -23.705],[     -4.881],True,[     2059.7],[     270.38],True,[     2052.9],[     269.44],True,[     2077.3],[     331.27],True,[     2047.9],[     327.98],True,[     2023.3],[     324.03],True,[     2009.3],[     317.81],True,[     2092.1],[     387.97],True,[     2085.5],[     384.79],True,[     2029.7],[     461.62],True,[     2024.7],[     457.68],True,[     2065.6],[     553.67],True,[       2056],[     543.07],True
63,[     1437.8],[     190.59],True,[     1901.4],[     242.01],True,[    -16.011],[    -3.2118],True,[     2016.9],[     248.76],True,[    -15.842],[     -3.258],True,[     2038.8],[     273.39],True,[     2036.7],[     273.03],True,[     2057.8],[     332.59],True,[     2031.5],[     331.95],True,[     2006.6],[      329.7],True,[     1990.6],[      323.8],True,[     2072.6],[     389.92],True,[     2070.1],[     386.97],True,[     2006.8],[     461.99],True,[     2007.4],[     458.72],True,[     2040.3],[     554.51],True,[     2037.3],[     544.59],True
64,[     1704.6],[      230.2],True,[     1937.5],[     251.43],True,[    -9.7195],[    -1.9469],True,[     1995.4],[     250.58],True,[    -9.6192],[    -1.9745],True,[     2022.9],[     277.48],True,[     2023.1],[     277.38],True,[     2036.4],[     337.57],True,[     2015.7],[     338.68],True,[     1987.2],[     332.71],True,[     1974.7],[     328.09],True,[     2055.9],[     392.97],True,[     2056.3],[     389.94],True,[     1984.8],[     463.52],True,[       1994],[     460.44],True,[       2010],[     559.93],True,[     2022.5],[      550.8],True
65,[     1171.2],[     159.38],True,[     1239.4],[     162.72],True,[    -4.9755],[   -0.99366],True,[     1250.6],[     159.13],True,[     542.81],[     92.366],True,[     1808.3],[     282.86],True,[     1802.8],[     283.89],True,[     1823.1],[     342.63],True,[       1795],[     344.59],True,[     1800.3],[     337.41],True,[     1789.2],[     335.74],True,[       1827],[     399.09],True,[     1824.4],[     398.62],True,[     1794.1],[      471.8],True,[     1804.7],[     471.24],True,[     1796.4],[     559.88],True,[     1813.3],[     557.05],True
66,[      741.3],[        102],True,[      700.2],[     93.787],True,[      551.1],[     93.446],True,[     681.05],[     88.752],True,[     966.22],[     164.53],True,[     1647.1],[      287.2],True,[     1634.7],[     288.51],True,[     1662.9],[     347.02],True,[       1626],[     348.62],True,[       1659],[     341.46],True,[       1648],[     340.75],True,[       1654],[      403.4],True,[     1647.8],[     404.73],True,[     1648.9],[     478.05],True,[     1662.4],[     479.33],True,[       1632],[     559.95],True,[       1658],[     561.76],True
67,[     411.02],[     57.679],True,[     1020.1],[     138.35],True,[     424.79],[     72.089],True,[     988.95],[     130.43],True,[     727.26],[      123.9],True,[     1725.6],[     287.94],True,[     1712.8],[     289.28],True,[     1742.3],[     344.95],True,[     1704.5],[     345.61],True,[     1726.9],[     344.68],True,[     1710.4],[     337.73],True,[     1733.1],[     403.36],True,[     1728.2],[     403.52],True,[     1712.2],[     478.36],True,[     1730.9],[     479.11],True,[     1694.3],[     565.27],True,[     1732.9],[     565.67],True
68,[     878.71],[     123.58],True,[     1288.4],[     175.39],True,[      311.3],[     52.879],True,[     1253.3],[     165.58],True,[     518.62],[     88.412],True,[     1789.1],[     287.85],True,[     1782.2],[     287.39],True,[     1802.5],[     346.34],True,[     1774.9],[     344.32],True,[     1776.8],[     346.11],True,[     1764.4],[     335.67],True,[     1800.5],[     403.11],True,[     1800.5],[     401.64],True,[     1764.6],[     479.17],True,[     1790.8],[     478.43],True,[       1748],[     570.22],True,[     1800.1],[     567.63],True
69,[     1253.3],[     178.12],True,[     1504.8],[     206.69],True,[     214.92],[     36.549],True,[     1471.6],[     195.95],True,[      345.7],[     58.981],True,[     1841.5],[     288.86],True,[     1837.2],[     286.95],True,[     1852.6],[     348.06],True,[     1827.9],[     343.45],True,[     1819.9],[     347.71],True,[     1806.4],[      333.6],True,[     1856.2],[     404.43],True,[     1858.7],[     401.67],True,[     1805.8],[     479.96],True,[     1836.9],[     477.59],True,[     1796.1],[        572],True,[     1854.2],[     566.19],True
70,[     836.99],[     119.95],True,[     968.32],[     134.52],True,[        137],[     23.336],True,[     1637.3],[     221.49],True,[     209.06],[     35.714],True,[     1876.3],[     289.53],True,[     1874.2],[     288.62],True,[     1892.2],[     344.58],True,[     1865.6],[     343.35],True,[     1854.1],[     348.02],True,[     1836.6],[     334.85],True,[     1896.1],[      404.9],True,[     1900.4],[      402.4],True,[     1833.4],[     477.91],True,[     1868.1],[     476.03],True,[     1832.5],[     570.59],True,[     1895.3],[     564.29],True
71,[     507.63],[     73.695],True,[     552.67],[     78.263],True,[     76.915],[      13.14],True,[     1759.5],[     242.29],True,[     106.19],[     18.188],True,[     1897.5],[     293.32],True,[     1905.2],[     287.48],True,[     1911.6],[     348.86],True,[     1894.3],[     339.26],True,[     1872.5],[     352.94],True,[     1857.8],[     334.83],True,[     1923.3],[     405.35],True,[     1933.8],[     400.38],True,[     1851.6],[     475.46],True,[     1887.5],[     470.33],True,[     1862.4],[     570.85],True,[     1921.7],[     560.06],True
72,[     259.37],[     38.638],True,[     246.35],[     36.531],True,[     32.875],[     5.6596],True,[     1847.6],[     257.08],True,[     32.804],[     5.6779],True,[     1913.3],[     296.02],True,[     1928.5],[     286.38],True,[     1925.9],[     352.06],True,[     1915.9],[     335.95],True,[     1886.2],[     356.42],True,[       1874],[     334.67],True,[     1943.7],[     405.48],True,[     1958.9],[     398.64],True,[     1865.7],[     473.42],True,[     1902.1],[     465.79],True,[     1885.5],[     570.84],True,[     1941.4],[     556.63],True
73,[     82.027],[     13.436],True,[     722.07],[     109.91],True,[     2.4596],[    0.48721],True,[     1900.6],[     268.87],True,[    -16.129],[    -2.6707],True,[     1919.9],[     294.24],True,[     1937.2],[     288.39],True,[       1933],[     346.63],True,[     1924.3],[     339.46],True,[     1889.6],[      356.2],True,[     1876.9],[     340.78],True,[     1956.6],[      403.9],True,[     1972.5],[     398.59],True,[     1872.1],[     467.72],True,[     1906.8],[      462.2],True,[     1898.9],[     566.77],True,[     1946.7],[     554.79],True
74,[    -36.447],[    -3.5415],True,[     424.76],[     66.992],True,[    -16.938],[    -2.8169],True,[     1928.1],[     277.81],True,[     -45.74],[    -7.7292],True,[     1920.4],[     293.54],True,[     1938.3],[      289.5],True,[     1936.8],[     344.45],True,[     1927.9],[     341.46],True,[       1890],[      359.8],True,[     1877.5],[     348.23],True,[     1962.2],[     402.71],True,[       1978],[     398.02],True,[     1873.9],[      464.1],True,[     1906.9],[     459.29],True,[     1902.5],[     565.44],True,[     1944.1],[     554.14],True
75,[    -108.35],[    -13.979],True,[     203.32],[     34.574],True,[    -27.837],[     -4.679],True,[     1935.3],[     285.28],True,[    -60.799],[    -10.308],True,[     1915.1],[     294.71],True,[     1930.3],[      293.8],True,[     1931.7],[     343.29],True,[     1921.2],[     347.31],True,[     1883.8],[     365.94],True,[     1869.2],[      359.9],True,[     1961.8],[     403.28],True,[     1975.1],[     399.95],True,[       1871],[     462.17],True,[     1901.6],[     459.23],True,[     1895.7],[     564.38],True,[     1934.8],[     555.46],True
76,[    -145.13],[    -19.457],True,[     47.368],[     11.362],True,[    -32.507],[    -5.4828],True,[     1930.1],[     291.33],True,[    -65.476],[    -11.118],True,[     1906.3],[     297.26],True,[     1920.4],[     298.31],True,[     1920.7],[     344.52],True,[     1912.9],[     353.44],True,[     1873.1],[     373.06],True,[     1860.5],[     371.98],True,[     1956.4],[     404.69],True,[     1968.7],[     402.19],True,[     1864.8],[     461.72],True,[     1894.6],[     460.05],True,[     1881.8],[     563.95],True,[     1921.7],[     556.61],True
77,[    -156.82],[    -21.369],True,[    -54.852],[    -4.1955],True,[    -32.872],[    -5.5547],True,[     1914.8],[     296.73],True,[    -63.226],[    -10.745],True,[     1893.1],[     299.12],True,[     1906.6],[     302.94],True,[     1907.1],[     346.45],True,[     1209.5],[     224.75],True,[     1859.1],[      383.8],True,[     1848.8],[     385.12],True,[     1945.6],[     407.05],True,[     1957.9],[     405.78],True,[     1851.7],[     462.04],True,[     1885.1],[     462.13],True,[     1860.6],[     563.46],True,[     1907.6],[     558.12],True
78,[    -151.74],[    -20.879],True,[    -115.03],[    -13.684],True,[     -30.49],[    -5.1586],True,[     1898.4],[     299.54],True,[    -56.781],[    -9.6564],True,[       1883],[      300.4],True,[     1895.5],[     306.18],True,[     1896.5],[     348.03],True,[     669.33],[     125.64],True,[     1848.4],[     391.49],True,[     1839.8],[     394.47],True,[     1936.7],[     408.82],True,[     1948.6],[     408.41],True,[     1841.5],[     462.56],True,[     1877.4],[     463.83],True,[     1844.2],[     563.27],True,[     1896.6],[     559.29],True
79,[    -136.47],[     -18.91],True,[    -143.88],[    -18.586],True,[    -26.564],[    -4.4988],True,[     1878.5],[     302.86],True,[    -48.202],[    -8.2017],True,[       1870],[     302.24],True,[     1882.7],[     310.35],True,[     1883.6],[     347.24],True,[     275.12],[     53.098],True,[     1836.9],[     400.69],True,[       1159],[      254.2],True,[     1926.5],[     409.75],True,[     1939.4],[     410.64],True,[     1830.1],[     464.25],True,[     1872.7],[     467.39],True,[     1825.3],[     564.14],True,[     1890.6],[     562.06],True
80,[    -115.99],[    -16.165],True,[    -150.66],[    -20.205],True,[    -21.975],[    -3.7247],True,[     1854.1],[     308.86],True,[    -38.955],[    -6.6317],True,[     1855.5],[     307.51],True,[     1870.7],[     317.81],True,[     1865.4],[     348.53],True,[     4.3917],[     3.0789],True,[     1820.3],[     411.14],True,[     637.12],[     145.44],True,[     1916.3],[     412.93],True,[     1932.5],[     415.18],True,[     1816.1],[     464.44],True,[       1869],[     470.54],True,[       1803],[     562.92],True,[     1888.1],[     564.49],True
81,[    -93.849],[    -13.148],True,[    -142.97],[    -19.621],True,[    -17.332],[    -2.9401],True,[     1832.6],[     315.82],True,[    -30.022],[    -5.1136],True,[     1841.1],[      314.2],True,[     1861.3],[     324.31],True,[     1845.4],[      354.5],True,[    -166.87],[    -28.743],True,[     1804.1],[     422.18],True,[     257.02],[     65.227],True,[     1904.8],[      415.6],True,[     1925.5],[     418.14],True,[     1802.9],[     465.74],True,[     1866.1],[     472.95],True,[     1783.3],[     562.52],True,[       1886],[     565.61],True
82,[    -72.411],[    -10.198],True,[    -126.75],[    -17.694],True,[    -13.023],[    -2.2112],True,[     1807.8],[     325.36],True,[    -21.998],[    -3.7489],True,[     1821.6],[     323.76],True,[     1847.5],[     330.25],True,[     1821.7],[     368.88],True,[    -261.73],[    -46.549],True,[     1784.5],[     437.03],True,[    -3.3555],[     9.4037],True,[     1892.8],[     417.38],True,[     1918.5],[     419.02],True,[     1790.1],[     469.13],True,[     1863.7],[     475.16],True,[     1768.2],[     565.34],True,[     1886.7],[      566.8],True
83,[    -53.124],[    -7.5254],True,[    -106.45],[    -15.071],True,[    -9.2686],[    -1.5753],True,[     1786.1],[     334.72],True,[    -15.184],[    -2.5895],True,[     1803.1],[     333.64],True,[     1835.8],[     338.83],True,[     1801.2],[     381.86],True,[    -300.82],[    -54.092],True,[     1768.2],[     448.19],True,[    -167.47],[    -26.585],True,[     1880.5],[     419.78],True,[     1911.3],[     421.48],True,[     1776.3],[     472.15],True,[       1859],[     478.21],True,[     1755.7],[     569.38],True,[     1886.9],[      570.5],True
84,[    -36.727],[    -5.2404],True,[    -85.168],[    -12.218],True,[    -6.1617],[    -1.0487],True,[     1770.8],[     340.85],True,[    -9.6756],[    -1.6518],True,[     1790.5],[     340.48],True,[       1828],[     344.68],True,[     1787.4],[     391.18],True,[     -301.6],[    -54.556],True,[     1757.3],[     455.47],True,[    -257.77],[    -47.194],True,[     1872.1],[     421.28],True,[     1906.4],[     422.98],True,[     1767.1],[     474.34],True,[     1855.8],[     480.34],True,[     1748.1],[     572.51],True,[     1887.5],[     573.29],True
85,[    -23.457],[    -3.3814],True,[    -64.968],[    -9.4457],True,[     611.61],[      102.5],True,[     1110.2],[      219.8],True,[     604.12],[     101.56],True,[     1725.9],[     332.75],True,[     1744.5],[      337.5],True,[     1736.7],[     383.98],True,[     324.52],[      86.52],True,[     1719.9],[     416.31],True,[     321.89],[     70.812],True,[     1775.8],[     424.05],True,[     1794.7],[     427.85],True,[     1732.7],[      477.6],True,[     1794.6],[     484.55],True,[     1705.9],[     572.47],True,[     1805.3],[     576.45],True
86,[    -13.216],[    -1.9391],True,[    -47.054],[    -6.9452],True,[     470.31],[     78.824],True,[     1243.8],[     258.89],True,[     465.43],[     78.246],True,[     1721.9],[     346.02],True,[       1750],[     345.36],True,[     1729.2],[     400.69],True,[     221.25],[     61.207],True,[     1715.5],[        433],True,[     178.87],[     39.845],True,[     1786.1],[     424.72],True,[     1811.6],[     426.33],True,[     1733.4],[     483.66],True,[     1807.5],[     487.12],True,[     1711.7],[      577.1],True,[     1827.4],[     576.36],True
87,[    -5.7001],[   -0.87451],True,[    -32.005],[    -4.8147],True,[     343.73],[     57.611],True,[     728.14],[     158.68],True,[     959.64],[     157.15],True,[     1685.2],[     333.09],True,[     1698.6],[     335.86],True,[       1702],[     387.99],True,[      750.6],[     177.91],True,[     1703.3],[     397.31],True,[      700.9],[     141.99],True,[     1720.2],[     424.11],True,[     1732.5],[      428.3],True,[     1716.9],[     483.57],True,[     1759.9],[     489.14],True,[     1691.3],[     573.49],True,[     1760.5],[     577.21],True
88,[   -0.50254],[   -0.13293],True,[    -19.962],[    -3.0872],True,[     236.52],[     39.642],True,[      974.2],[     221.21],True,[     709.99],[     116.15],True,[     1683.4],[     354.23],True,[     1712.2],[     350.59],True,[     1693.1],[     413.66],True,[     544.94],[     129.55],True,[     1695.2],[     425.62],True,[     483.26],[     97.242],True,[     1738.3],[     425.33],True,[     1762.6],[     426.57],True,[     1710.7],[     490.08],True,[     1782.3],[     491.12],True,[     1685.3],[     579.87],True,[     1797.5],[     577.57],True
89,[     2.8187],[     0.3458],True,[    -10.773],[    -1.7513],True,[     150.03],[     25.148],True,[       1190],[      274.2],True,[     495.97],[     81.044],True,[     1683.8],[     372.19],True,[     1728.3],[     365.48],True,[     1680.6],[     434.04],True,[      371.8],[      88.72],True,[     1683.4],[     448.16],True,[     307.47],[     61.266],True,[     1750.6],[     426.97],True,[     1786.1],[     426.75],True,[     1704.2],[     493.98],True,[     1803.1],[     492.75],True,[     1674.1],[     583.07],True,[     1827.9],[     577.65],True
90,[     4.6914],[    0.62055],True,[    -4.1155],[   -0.76874],True,[     83.516],[     13.999],True,[     1367.3],[     314.77],True,[     321.45],[      52.44],True,[     1686.4],[     384.54],True,[     1742.6],[     375.55],True,[     1673.2],[     448.41],True,[     232.95],[     55.897],True,[     1675.3],[     465.54],True,[     172.06],[     33.685],True,[     1762.7],[      427.8],True,[     1806.8],[     426.41],True,[     1700.9],[     496.38],True,[     1820.4],[     493.42],True,[     1667.4],[     585.25],True,[     1852.9],[     577.35],True
91,[      5.501],[     0.7447],True,[    0.41429],[  -0.087379],True,[     667.68],[     108.94],True,[     875.45],[     206.75],True,[     813.06],[     131.68],True,[       1679],[     363.88],True,[     1712.4],[     355.94],True,[     1046.8],[     290.12],True,[      750.3],[     163.19],True,[     1050.2],[     299.36],True,[     708.55],[     142.63],True,[     1718.9],[     428.58],True,[     1744.7],[     428.25],True,[     1703.6],[     490.75],True,[     1781.8],[     488.91],True,[     1665.9],[     579.02],True,[     1789.6],[      573.7],True
92,[      5.575],[    0.76391],True,[     3.2411],[    0.34972],True,[     1123.3],[     184.52],True,[     495.38],[     122.12],True,[     1198.4],[     194.67],True,[     1674.8],[     346.71],True,[     1694.9],[     340.76],True,[     568.21],[     167.14],True,[     1154.6],[     248.22],True,[     572.16],[     170.66],True,[     1131.1],[      234.1],True,[       1682],[     428.16],True,[     1696.7],[     428.83],True,[     1701.3],[     486.06],True,[     1750.5],[     485.44],True,[     1662.5],[     574.93],True,[     1739.8],[      572.6],True
93,[     5.1787],[    0.71534],True,[     4.7681],[    0.59787],True,[     1461.6],[     239.88],True,[     216.08],[     58.991],True,[     1484.9],[     241.65],True,[     1675.7],[     332.78],True,[     1685.5],[     329.23],True,[      220.9],[     76.222],True,[     1450.8],[     311.87],True,[     224.87],[     75.854],True,[     1445.1],[     304.74],True,[     1655.9],[     422.88],True,[     1662.6],[     424.13],True,[     1694.7],[     484.97],True,[     1722.1],[     485.12],True,[     1660.2],[     572.49],True,[     1703.4],[     574.25],True
94,[     4.5171],[    0.62784],True,[     5.3533],[    0.70703],True,[     1700.9],[     282.36],True,[     22.579],[      14.45],True,[     1688.8],[     278.58],True,[     1681.9],[     325.88],True,[     1684.5],[     323.98],True,[     614.34],[        151],True,[     1659.9],[     359.74],True,[     629.97],[     148.02],True,[     1669.8],[     356.33],True,[     1639.4],[     418.92],True,[     1640.2],[      420.2],True,[     1687.1],[     487.81],True,[     1697.9],[     488.28],True,[       1656],[     571.41],True,[     1673.7],[     576.16],True
95,[     3.7405],[    0.52271],True,[     5.2974],[    0.71977],True,[     1212.2],[     201.38],True,[    -101.37],[    -14.817],True,[     1823.6],[     303.52],True,[     1690.8],[     319.11],True,[     1685.5],[     318.58],True,[     319.49],[     77.769],True,[     1795.9],[     391.46],True,[     331.85],[     73.525],True,[     1818.3],[      389.6],True,[     1626.6],[     414.06],True,[       1621],[      415.5],True,[     1680.3],[     487.77],True,[     1678.1],[     489.24],True,[     1653.3],[     571.01],True,[       1652],[     578.37],True
96,[      2.953],[    0.41481],True,[     4.8412],[    0.67062],True,[     807.41],[     134.26],True,[    -171.57],[    -32.117],True,[       1902],[     318.48],True,[     1697.9],[     314.42],True,[     1687.6],[      314.9],True,[     107.95],[     25.357],True,[     1874.3],[     410.13],True,[     117.28],[     20.652],True,[       1906],[     409.43],True,[     1619.5],[     410.69],True,[     1609.8],[     412.25],True,[       1676],[     487.79],True,[     1665.6],[     490.01],True,[     1652.2],[     570.94],True,[     1638.9],[     580.08],True
97,[     2.2212],[    0.31373],True,[     4.1686],[    0.58631],True,[     1133.7],[     196.63],True,[    -202.25],[    -40.487],True,[     1937.9],[      329.2],True,[     1706.8],[     312.77],True,[     1688.4],[     313.96],True,[    -34.168],[    -9.7458],True,[     1906.8],[     419.65],True,[    -27.503],[    -14.369],True,[     1946.8],[     419.34],True,[     1618.5],[      407.1],True,[     1602.4],[     408.91],True,[     1672.7],[     487.43],True,[     1653.6],[     491.24],True,[     1651.5],[     569.09],True,[     1627.2],[        581],True
98,[     1.5828],[      0.225],True,[     3.4127],[     0.4865],True,[     1389.4],[      246.3],True,[    -205.56],[    -42.554],True,[     1944.9],[     334.86],True,[       1712],[     312.98],True,[     1688.9],[     315.26],True,[    -121.18],[    -31.133],True,[     1912.5],[     424.42],True,[    -116.72],[    -35.337],True,[     1956.5],[     421.05],True,[     1618.4],[     404.54],True,[     1598.4],[     406.94],True,[     1670.1],[      486.9],True,[       1646],[     492.46],True,[     1651.9],[     568.47],True,[     1621.5],[     582.77],True
99,[     1.0539],[     0.1511],True,[     2.6643],[    0.38483],True,[     933.23],[     166.73],True,[    -191.31],[    -40.478],True,[     1932.7],[     338.74],True,[     1706.8],[     313.89],True,[     1689.3],[     319.75],True,[    -166.48],[    -42.161],True,[     1896.2],[     426.11],True,[    -163.77],[    -45.766],True,[     1940.4],[     418.69],True,[     1610.9],[     403.63],True,[     1594.4],[     407.76],True,[     1668.2],[      483.7],True,[     1644.6],[     491.17],True,[     1653.4],[     567.14],True,[       1619],[     583.81],True
